,patent_id,Grant-date,Appli-date,CPC,Inventor,Cited,Citing,year,month,month_year,Qt
11989214,20170081650,2017-03-23,2016-12-05,C12N 15/902 20130101+C12N 9/16 20130101+C12N 15/907 20130101+C12N 9/22 20130101+C12N 15/90 20130101+C12Y 301/00 20130101,3.0,,,2016,12,2016-12,4
11996366,20170088819,2017-03-30,2015-05-18,C12N 5/0696 20130101+C12N 15/907 20130101+A61K 48/00 20130101+A61K 35/34 20130101+C12N 2800/80 20130101+C12N 9/1205 20130101,5.0,,,2015,5,2015-05,2
12006853,20170101652,2017-04-13,2016-10-20,C12N 15/907 20130101+C12N 15/902 20130101+C07K 14/005 20130101+C07K 14/463 20130101+C12N 2740/16311 20130101+C07K 2319/10 20130101+C07K 2319/81 20130101+C07K 2319/02 20130101+C07K 19/00 20130101,2.0,,,2016,10,2016-10,4
12012057,20170107540,2017-04-20,2016-10-11,C12N 15/907 20130101+A01K 2227/10 20130101+A01K 2217/075 20130101+A01K 67/0276 20130101,1.0,,,2016,10,2016-10,4
12013635,20170107541,2017-04-20,2015-06-17,C12N 15/907 20130101+C12N 9/1241 20130101+C07K 16/40 20130101+C12N 2740/15043 20130101+C12N 15/86 20130101+C07K 2319/80 20130101+C12N 2800/90 20130101+C12Y 207/07 20130101,3.0,,,2015,6,2015-06,2
12013939,20170107536,2017-04-20,2016-11-11,C12N 15/8509 20130101+C12N 9/22 20130101+A01K 67/0275 20130101+A01K 2217/05 20130101+C12N 15/907 20130101+A01K 2217/07 20130101+A01K 2227/105 20130101+C12N 15/8213 20130101,4.0,,,2016,11,2016-11,4
12017923,20170114368,2017-04-27,2016-09-08,C12N 15/907 20130101+C12N 2830/002 20130101+C12N 2800/80 20130101,2.0,,,2016,9,2016-09,3
12020040,20170114369,2017-04-27,2016-10-21,C12N 15/907 20130101+C12N 9/96 20130101+C12N 2310/531 20130101+C12N 15/11 20130101+C12N 2310/3513 20130101+C12N 9/22 20130101,2.0,,,2016,10,2016-10,4
12020576,20170114370,2017-04-27,2016-10-31,C12N 15/907 20130101+C12N 15/79 20130101+C12Y 301/22 20130101+C12N 9/22 20130101+C12N 15/52 20130101,1.0,,,2016,10,2016-10,4
12025328,20170119820,2017-05-04,2016-07-29,A61K 35/17 20130101+C12N 15/907 20130101+C07K 14/70503 20130101+C07K 14/7051 20130101+C12N 2510/00 20130101+C12N 9/22 20130101+C12N 9/96 20130101+C12N 2800/80 20130101+C12N 5/0636 20130101,5.0,,,2016,7,2016-07,3
12027463,20170121693,2017-05-04,2016-10-22,C12N 9/22 20130101+C12N 15/907 20130101+C12N 9/2497 20130101+C12Y 305/04005 20130101+C12N 9/78 20130101,4.0,,,2016,10,2016-10,4
12033226,20170130200,2017-05-11,2016-07-29,C12N 5/0636 20130101+C12N 15/907 20130101+C07K 14/4718 20130101+C12N 2510/00 20130101+C07K 14/7051 20130101+A61K 35/17 20130101+C12N 2800/80 20130101+C07K 14/70503 20130101,4.0,,,2016,7,2016-07,3
12033576,20170130246,2017-05-11,2016-09-14,C12N 15/907 20130101+C07H 21/04 20130101+C12N 15/113 20130101+C12N 2310/3233 20130101+C12N 15/87 20130101+C12N 2310/14 20130101+C12N 2310/3181 20130101+C12N 15/11 20130101,2.0,,,2016,9,2016-09,3
12033704,20170130247,2017-05-11,2016-09-30,C12N 2800/80 20130101+C12N 15/907 20130101,5.0,,,2016,9,2016-09,3
12043518,20170137845,2017-05-18,2016-11-09,C12N 15/907 20130101,6.0,,,2016,11,2016-11,4
12043528,20170137801,2017-05-18,2016-11-09,C12N 9/96 20130101+C12N 15/907 20130101+C12N 9/22 20130101,5.0,,,2016,11,2016-11,4
12049114,20170145426,2017-05-25,2015-03-06,C12N 15/635 20130101+C12N 15/907 20130101+C12Q 1/6888 20130101+C12N 2310/14 20130101+C12Q 2600/158 20130101+C12Q 2600/178 20130101+C12N 2310/531 20130101+C12N 15/113 20130101,6.0,,,2015,3,2015-03,1
12050076,20170142942,2017-05-25,2015-07-14,A01K 67/0276 20130101+C12N 15/907 20130101+C12N 9/22 20130101+A01K 2217/075 20130101+A01K 2227/108 20130101+A01K 2227/101 20130101+C12Y 301/00 20130101,4.0,,,2015,7,2015-07,3
12058612,20170152527,2017-06-01,2017-02-09,C12N 15/907 20130101+C12N 9/22 20130101+C12N 15/62 20130101,2.0,,,2017,2,2017-02,1
12058852,20170152483,2017-06-01,2017-02-10,C08K 5/5399 20130101+C08K 5/5399 20130101+C08L 83/04 20130101+C12N 15/87 20130101+C12N 2501/998 20130101+C12N 2800/80 20130101+C12P 21/00 20130101+Y02E 10/50 20130101+H01L 31/048 20130101+C08G 77/08 20130101+C08L 83/04 20130101+C08K 5/5399 20130101+C12N 9/16 20130101+C12Y 301/21 20130101+C12N 2501/91 20130101+C12N 2501/26 20130101+C12N 2501/2303 20130101+C12N 2501/165 20130101+C12N 2501/155 20130101+C12N 2506/09 20130101+C12N 2500/44 20130101+C12N 2500/25 20130101+C12N 15/907 20130101+C12N 5/0657 20130101+C12N 5/0647 20130101+C12N 2501/115 20130101+C12N 9/22 20130101+A61K 35/28 20130101+A61K 2035/124 20130101,2.0,,,2017,2,2017-02,1
12058853,20170151285,2017-06-01,2017-02-10,C08K 5/5399 20130101+C08K 5/5399 20130101+C08L 83/04 20130101+C12N 15/87 20130101+C12N 2501/998 20130101+C12N 2800/80 20130101+C12P 21/00 20130101+Y02E 10/50 20130101+H01L 31/048 20130101+C08G 77/08 20130101+C08L 83/04 20130101+C08K 5/5399 20130101+C12N 9/16 20130101+C12Y 301/21 20130101+C12N 2501/91 20130101+C12N 2501/26 20130101+C12N 2501/2303 20130101+C12N 2501/165 20130101+C12N 2501/155 20130101+C12N 2506/09 20130101+C12N 2500/44 20130101+C12N 2500/25 20130101+C12N 15/907 20130101+C12N 5/0657 20130101+C12N 5/0647 20130101+C12N 2501/115 20130101+C12N 9/22 20130101+A61K 35/28 20130101+A61K 2035/124 20130101,2.0,,,2017,2,2017-02,1
12058969,20170152528,2017-06-01,2017-02-10,C12N 15/907 20130101+C12N 9/96 20130101+C12N 9/22 20130101+C12N 2800/22 20130101,1.0,,,2017,2,2017-02,1
12078404,20170172119,2017-06-22,2015-03-26,A01K 67/0275 20130101+C12N 15/907 20130101+C12Q 1/6876 20130101+C12Q 2600/124 20130101+A61D 19/04 20130101+A01K 2217/072 20130101+A01K 2227/108 20130101+C07K 14/4703 20130101,2.0,,,2015,3,2015-03,1
12078843,20170175141,2017-06-22,2016-06-30,C12N 15/907 20130101+C12N 9/22 20130101+C12N 15/8509 20130101+A01K 2217/07 20130101+A01K 67/0275 20130101+C07K 2319/80 20130101+C12N 2800/80 20130101+C07K 14/195 20130101,1.0,,,2016,6,2016-06,2
12078895,20170175142,2017-06-22,2016-07-22,C12N 15/907 20130101+C12N 9/22 20130101+C12N 2310/10 20130101+C12N 2800/80 20130101+C12N 15/111 20130101,2.0,,,2016,7,2016-07,3
12079606,20170175143,2017-06-22,2015-05-20,C12N 15/907 20130101+C12N 9/22 20130101+A61K 2035/124 20130101+A61K 35/28 20130101+C12N 5/0647 20130101,4.0,,,2015,5,2015-05,2
12082548,20170175144,2017-06-22,2017-02-17,C12N 15/907 20130101+A01K 67/0333 20130101+C12N 9/22 20130101+C12N 9/96 20130101+C12N 15/8509 20130101+C12N 15/8213 20130101+C12N 2830/008 20130101+A01K 2217/075 20130101+A01K 2217/072 20130101+C12N 2810/10 20130101+C12N 2800/22 20130101+A61K 48/00 20130101+C12N 15/86 20130101,2.0,,,2017,2,2017-02,1
12090290,20170183687,2017-06-29,2017-03-03,C12N 15/907 20130101+A61K 38/00 20130101+C12N 9/22 20130101,2.0,,,2017,3,2017-03,1
12094167,20170191078,2017-07-06,2016-08-05,C12N 15/8509 20130101+C12N 9/22 20130101+C12N 2310/531 20130101+C12N 15/8213 20130101+C12N 15/907 20130101+C12N 15/113 20130101,3.0,,,2016,8,2016-08,3
12097847,20170191082,2017-07-06,2017-03-10,C12N 15/907 20130101+C12N 9/22 20130101+C12N 2800/80 20130101+C12N 2800/22 20130101+C12N 9/96 20130101,2.0,,,2017,3,2017-03,1
12097869,20170189450,2017-07-06,2017-03-14,A61K 35/28 20130101+C12N 9/22 20130101+C12N 15/907 20130101+A61K 2035/124 20130101+A61K 38/1709 20130101+C07K 14/7155 20130101+C07K 14/4705 20130101+A61K 38/1793 20130101,4.0,,,2017,3,2017-03,1
12100747,20170198306,2017-07-13,2015-03-23,C12N 15/907 20130101+C12N 15/86 20130101+C12N 9/22 20130101+C12Y 301/26 20130101+C12N 5/0607 20130101+C12N 2310/14 20130101+C12N 15/8509 20130101+C12N 15/111 20130101+C12N 2740/15043 20130101+C12N 2510/00 20130101+C12N 2517/02 20130101+C12N 5/0636 20130101,2.0,,,2015,3,2015-03,1
12101850,20170198307,2017-07-13,2015-06-05,C12N 15/907 20130101+C12N 9/22 20130101+C12N 9/54 20130101+C12Y 304/24083 20130101+C07K 2319/80 20130101+C07K 14/195 20130101+C07K 2319/70 20130101+C07K 2319/09 20130101+C07K 2319/81 20130101+C12Y 301/21004 20130101,4.0,,,2015,6,2015-06,2
12102699,20170198269,2017-07-13,2016-11-07,C12N 9/22 20130101+C12N 9/96 20130101+C12N 15/86 20130101+C12N 15/8213 20130101+C12N 2750/14143 20130101+C12N 2810/10 20130101+C12N 2800/22 20130101+A61K 48/00 20130101+C12N 15/907 20130101,3.0,,,2016,11,2016-11,4
12103746,20170198308,2017-07-13,2017-01-10,C12N 9/22 20130101+C12Y 301/00 20130101+C12N 15/907 20130101,2.0,,,2017,1,2017-01,1
12110082,20170204430,2017-07-20,2017-01-19,C12N 15/8509 20130101+A01K 67/0278 20130101+C12N 15/907 20130101+C12N 2810/00 20130101+A01K 2227/105 20130101+A01K 2217/07 20130101+C12N 2015/8527 20130101,6.0,,,2017,1,2017-01,1
12118042,20170211099,2017-07-27,2017-04-07,C12N 15/907 20130101+C07K 14/7051 20130101+C12N 2810/00 20130101+A01K 2227/105 20130101+A01K 2217/072 20130101+A01K 67/0278 20130101,6.0,,,2017,4,2017-04,2
12121026,20170219596,2017-08-03,2015-07-14,G01N 33/6803 20130101+C12N 2310/20 20170501+G01N 21/6486 20130101+G01N 21/6458 20130101+C12N 9/22 20130101+C07K 16/14 20130101+C07K 14/39 20130101+C07K 14/43595 20130101+C12Q 1/6825 20130101+G01N 33/536 20130101+C12N 15/907 20130101+C12N 15/11 20130101+G01N 2021/6439 20130101+C07K 2319/40 20130101+C07K 2317/622 20130101+G01N 21/6428 20130101,5.0,,,2015,7,2015-07,3
12121729,20170218349,2017-08-03,2016-12-15,C12N 9/22 20130101+C12N 15/907 20130101+C12Y 301/00 20130101+C12N 15/52 20130101+C12N 15/62 20130101,3.0,,,2016,12,2016-12,4
12122979,20170218398,2017-08-03,2017-01-30,C12N 15/86 20130101+C12N 2840/007 20130101+C12N 9/22 20130101+C12N 15/907 20130101,2.0,,,2017,1,2017-01,1
12124519,20170218400,2017-08-03,2017-04-13,C12N 15/907 20130101+C12Y 301/21004 20130101+C12N 9/22 20130101+C12N 15/1024 20130101+C12N 2800/80 20130101+G01N 33/5014 20130101+A61K 48/005 20130101+A61K 38/465 20130101+C12N 15/86 20130101,2.0,,,2017,4,2017-04,2
12131406,20170226534,2017-08-10,2017-04-21,C12N 15/907 20130101+C12N 15/8213 20130101+C12N 15/63 20130101,2.0,,,2017,4,2017-04,2
12131790,20170226597,2017-08-10,2017-04-24,C12Q 1/706 20130101+C12N 9/22 20130101+C12N 15/907 20130101+C12Q 1/708 20130101+C12Q 1/689 20130101+C12Q 2600/158 20130101,1.0,,,2017,4,2017-04,2
12138562,20170233765,2017-08-17,2017-03-13,C12N 15/907 20130101,6.0,,,2017,3,2017-03,1
12140501,20170233752,2017-08-17,2017-04-28,C12N 15/8213 20130101+C12N 9/22 20130101+C12N 15/62 20130101+C12N 15/102 20130101+C12N 15/825 20130101+C12N 15/8251 20130101+C12N 15/907 20130101+C07K 2319/09 20130101,2.0,,,2017,4,2017-04,2
12144118,20170240924,2017-08-24,2017-01-13,C12N 15/907 20130101+C12Q 1/6886 20130101+C12N 9/22 20130101+C12N 15/11 20130101+C12N 9/1211 20130101+C12Y 207/01021 20130101+A61K 48/0058 20130101+A61K 38/1761 20130101+A61K 31/522 20130101+C12Q 2600/156 20130101+C12N 2310/20 20170501,5.0,,,2017,1,2017-01,1
12148453,20170240907,2017-08-24,2017-05-09,A61K 39/0011 20130101+A61K 39/12 20130101+C07K 14/70514 20130101+C12N 2760/20134 20130101+C12N 2800/107 20130101+C07K 14/005 20130101+C12N 15/1013 20130101+C12N 15/907 20130101+C12N 15/64 20130101,2.0,,,2017,5,2017-05,2
12151399,20170247703,2017-08-31,2017-02-24,C12N 15/1131 20130101+C12N 9/22 20130101+C12N 15/1133 20130101+C12N 15/1132 20130101+C12N 15/86 20130101+C12N 15/907 20130101,3.0,,,2017,2,2017-02,1
12153501,20170247672,2017-08-31,2015-10-29,C12N 9/22 20130101+C12N 15/113 20130101+C12N 15/907 20130101+A61K 38/00 20130101+C12N 2310/20 20170501,1.0,,,2015,10,2015-10,4
12156655,20170254799,2017-09-07,2015-08-18,G01N 33/502 20130101+C12Q 1/44 20130101+G01N 33/505 20130101+C12N 2310/14 20130101+C12N 15/11 20130101+C12N 2310/20 20170501+C12N 15/907 20130101,6.0,,,2015,8,2015-08,3
12157832,20170253888,2017-09-07,2017-03-01,C12N 2310/20 20170501+C12N 2810/10 20130101+C12N 15/907 20130101+C12N 15/88 20130101+C12N 15/85 20130101+C12N 15/11 20130101+C12N 9/22 20130101+A61K 48/0041 20130101+C12N 2810/65 20130101,2.0,,,2017,3,2017-03,1
12159920,20170251647,2017-09-07,2015-11-17,A01K 67/0278 20130101+A01K 2207/15 20130101+A01K 2217/052 20130101+C12N 15/907 20130101,3.0,,,2015,11,2015-11,4
12165533,20170260547,2017-09-14,2017-03-13,C12N 15/907 20130101+C12N 9/22 20130101+C12N 15/11 20130101+C12N 2830/005 20130101+C12N 7/00 20130101+C12N 2310/20 20170501+C12N 15/86 20130101,2.0,,,2017,3,2017-03,1
12165651,20170260513,2017-09-14,2017-03-22,C12N 9/22 20130101+C12N 15/907 20130101+C07K 2319/80 20130101+C12N 15/8213 20130101+C07K 14/195 20130101,2.0,,,2017,3,2017-03,1
12167411,20170260544,2017-09-14,2017-05-23,C12N 15/85 20130101+C12N 15/907 20130101+C12N 2510/00 20130101+C12Q 1/6827 20130101+C12N 2810/10 20130101+C12N 5/0606 20130101,5.0,,,2017,5,2017-05,2
12170931,20170268022,2017-09-21,2015-07-30,C12N 15/907 20130101+C07K 14/35 20130101+C07K 14/721 20130101+C12N 9/22 20130101+C07K 2319/92 20130101+C12N 9/0071 20130101+C12Y 305/04 20130101+C12Y 114/11 20130101+C12N 15/63 20130101+C12N 9/78 20130101,2.0,,,2015,7,2015-07,3
12173434,20170267728,2017-09-21,2017-04-12,C12N 15/907 20130101+C07K 14/001 20130101+C12N 2501/60 20130101+C07K 14/00 20130101+C07K 2319/01 20130101+C07K 2319/10 20130101+C07K 2319/21 20130101+C12N 2501/998 20130101,3.0,,,2017,4,2017-04,2
12174360,20170266320,2017-09-21,2015-12-01,A61K 48/005 20130101+C12N 15/907 20130101+C12N 15/86 20130101+C12N 2310/20 20170501+C12N 9/22 20130101+C12N 2750/14143 20130101+C12N 15/11 20130101,4.0,,,2015,12,2015-12,4
12176080,20170265442,2017-09-21,2017-06-06,A01K 67/0278 20130101+C12N 2015/8518 20130101+G01N 33/5011 20130101+C12N 2015/8572 20130101+G01N 2500/10 20130101+C12N 15/8509 20130101+A61K 49/0008 20130101+A01K 2267/0331 20130101+A01K 2217/05 20130101+C12N 15/89 20130101+A01K 2217/052 20130101+A01K 2217/054 20130101+A01K 2227/105 20130101+A01K 2267/01 20130101+C12N 9/16 20130101+C12Y 301/03048 20130101+C07K 14/70503 20130101+C07K 14/70596 20130101+C12N 15/902 20130101+A01K 2207/15 20130101+A01K 2217/072 20130101+A01K 2267/0381 20130101+A01K 2267/0387 20130101+C07K 2319/00 20130101+C12N 2800/30 20130101+A01K 2207/12 20130101+C12N 2015/8527 20130101+A01K 2227/10 20130101+G01N 33/5088 20130101+C07K 16/2887 20130101+C07K 16/2809 20130101+C12N 15/907 20130101+C07K 2317/31 20130101+G01N 2500/04 20130101,4.0,,,2017,6,2017-06,2
12180939,20170273284,2017-09-28,2015-08-13,A01K 67/0275 20130101+C12N 15/102 20130101+A01K 2267/0393 20130101+A01K 2217/072 20130101+A01K 2227/105 20130101+C12N 15/907 20130101,1.0,,,2015,8,2015-08,3
12181687,20170275648,2017-09-28,2015-08-27,C12N 15/8509 20130101+C12N 9/96 20130101+C12N 15/102 20130101+C12N 15/63 20130101+C12N 2800/22 20130101+C12N 15/8213 20130101+C12N 15/86 20130101+C12N 15/907 20130101+A01K 2217/052 20130101+C12N 15/79 20130101,2.0,,,2015,8,2015-08,3
12182726,20170275611,2017-09-28,2017-05-31,C12N 15/102 20130101+C12N 15/907 20130101+A01K 67/0278 20130101+C12N 5/0635 20130101+C07K 2317/56 20130101+C07K 2317/52 20130101+C07K 2317/24 20130101+C12N 2510/04 20130101+C07K 16/00 20130101+A01K 2267/01 20130101+A01K 2227/105 20130101+A01K 2217/072 20130101+A01K 2207/15 20130101+C07K 2317/14 20130101+C12N 2800/80 20130101+C07K 2317/20 20130101+A01K 2217/052 20130101,3.0,,,2017,5,2017-05,2
12187062,20170283830,2017-10-05,2017-02-16,C12N 15/907 20130101+C12N 15/11 20130101+A61K 48/005 20130101+C12N 2310/334 20130101+C12N 2310/3181 20130101+C12N 2310/3519 20130101+C12N 2310/15 20130101+A61K 9/1647 20130101,6.0,,,2017,2,2017-02,1
12191631,20170283831,2017-10-05,2017-06-12,C12N 15/907 20130101+C12N 9/22 20130101+C12N 9/96 20130101+C12N 15/11 20130101+A01K 2227/105 20130101+C07K 14/4702 20130101+A01K 67/0275 20130101+C12N 2310/20 20170501+A01K 2217/07 20130101+C12Y 301/21004 20130101,5.0,,,2017,6,2017-06,2
12202565,20170298348,2017-10-19,2017-04-13,C12N 15/11 20130101+C12N 9/22 20130101+C12N 2310/20 20170501+A61K 35/30 20130101+C12N 15/907 20130101,6.0,,,2017,4,2017-04,2
12203161,20170298391,2017-10-19,2017-04-19,C12N 15/907 20130101+C12N 15/11 20130101+C12N 9/22 20130101+C12N 15/85 20130101+C12N 9/1211 20130101+C12N 2830/50 20130101+C12N 2310/20 20170501+C12N 2840/203 20130101+C12N 2800/107 20130101+C12N 2800/90 20130101+C12N 2830/001 20130101+C12Y 207/01021 20130101,3.0,,,2017,4,2017-04,2
12203433,20170298450,2017-10-19,2015-09-10,C12Q 1/6888 20130101+C12N 15/907 20130101+C12N 2310/20 20170501+C12N 15/11 20130101+C12Y 301/21004 20130101+C12N 9/22 20130101,1.0,,,2015,9,2015-09,3
12204186,20170298330,2017-10-19,2016-04-13,C12N 9/22 20130101+C12N 9/90 20130101+C07K 14/4728 20130101+C12Y 502/01008 20130101+C07K 14/37 20130101+C07K 2319/00 20130101+C12N 15/907 20130101+C12N 15/63 20130101+C12N 13/00 20130101+C07K 2319/09 20130101+C07K 14/415 20130101,2.0,,,2016,4,2016-04,2
12213050,20170306307,2017-10-26,2017-06-26,C12N 9/22 20130101+C07K 14/721 20130101+A01K 67/0275 20130101+C12N 9/003 20130101+C12N 15/907 20130101+A01K 2207/10 20130101+A61K 48/005 20130101+C07K 2319/095 20130101+A01K 2227/105 20130101+C07K 2319/00 20130101+A01K 2217/05 20130101+C12Y 105/01003 20130101,3.0,,,2017,6,2017-06,2
12213085,20170306356,2017-10-26,2017-06-27,C12N 9/1241 20130101+C12N 15/85 20130101+C12N 15/902 20130101+C12Y 207/07 20130101+C12N 9/12 20130101+C12N 15/52 20130101+C12N 2320/33 20130101+C12N 15/907 20130101,2.0,,,2017,6,2017-06,2
12230933,20170327847,2017-11-16,2015-08-11,C12N 15/907 20130101+C12N 9/1241 20130101+C12N 2795/10322 20130101,6.0,,,2015,8,2015-08,3
12234587,20170327848,2017-11-16,2017-07-26,C07K 7/06 20130101+C12Y 301/21004 20130101+C12N 15/907 20130101+C07K 2319/81 20130101+C12N 9/22 20130101+C12N 15/85 20130101+C07K 2319/80 20130101+C07K 2319/50 20130101+C07K 14/47 20130101,2.0,,,2017,7,2017-07,3
12234600,20170327820,2017-11-16,2017-07-26,C12N 15/11 20130101+C12N 2310/20 20170501+C12Q 1/6869 20130101+A61K 47/6455 20170801+A61K 38/465 20130101+C12N 9/22 20130101+C12N 15/102 20130101+C12Q 1/686 20130101+C12Q 1/6818 20130101+C12Q 1/6806 20130101+C12Q 1/68 20130101+C12N 15/907 20130101+C12N 15/902 20130101+C12N 15/90 20130101+C12N 15/85 20130101+C12N 15/52 20130101+C12N 15/113 20130101+C12N 2310/531 20130101+C12N 2310/533 20130101+C12N 2800/80 20130101+C12Q 1/6874 20130101,6.0,,,2017,7,2017-07,3
12237724,20170335299,2017-11-23,2017-03-11,C12N 9/22 20130101+A61K 48/00 20130101+A61K 38/465 20130101+C12N 15/907 20130101,3.0,,,2017,3,2017-03,1
12238751,20170335300,2017-11-23,2015-11-03,C12N 9/22 20130101+C07K 2319/09 20130101+C07K 2319/10 20130101+C12N 15/86 20130101+C12N 2750/14141 20130101+C12N 15/102 20130101+C12N 9/96 20130101+C12N 2310/3513 20130101+C12N 15/907 20130101+C12N 15/62 20130101,4.0,,,2015,11,2015-11,4
12252602,20170349913,2017-12-07,2017-02-20,C12N 15/907 20130101,1.0,,,2017,2,2017-02,1
12255487,20170349927,2017-12-07,2017-06-02,C12P 19/34 20130101+C12Q 2600/156 20130101+C12N 15/907 20130101+C12Q 1/6876 20130101,4.0,,,2017,6,2017-06,2
12256062,20170349914,2017-12-07,2017-06-12,C12N 15/907 20130101+C12N 15/85 20130101+C12N 9/96 20130101+C12N 9/52 20130101+C12N 15/1082 20130101+C12N 2310/20 20170501+C12N 2310/3519 20130101+A61K 38/43 20130101,3.0,,,2017,6,2017-06,2
12256501,20170349915,2017-12-07,2017-08-17,C12N 15/63 20130101+C12N 15/8213 20130101+C12N 15/907 20130101,2.0,,,2017,8,2017-08,3
12259355,20170355985,2017-12-14,2017-04-20,C12N 2310/20 20170501+C12N 15/11 20130101+C12N 2310/346 20130101+C12N 2310/315 20130101+C12N 2310/321 20130101+C12N 15/907 20130101,4.0,,,2017,4,2017-04,2
12259702,20170354130,2017-12-14,2015-10-06,A01K 67/0278 20130101+C12N 15/907 20130101+C12N 15/11 20130101+A01K 2217/072 20130101+C12N 2310/20 20170501+A01K 2227/105 20130101+C12N 9/22 20130101,3.0,,,2015,10,2015-10,4
12265798,20170362611,2017-12-21,2015-12-07,C12N 15/907 20130101+C12N 9/22 20130101+C07K 2319/85 20130101+C12N 15/11 20130101+C12N 2310/20 20170501+C12N 9/1241 20130101,1.0,,,2015,12,2015-12,4
12266090,20170362580,2017-12-21,2015-12-14,C12N 9/22 20130101+A61K 48/005 20130101+C07K 14/4747 20130101+C12N 15/102 20130101+C12N 15/111 20130101+C12N 2750/14143 20130101+C12N 15/52 20130101+C12N 15/63 20130101+C12N 15/907 20130101+C12N 9/78 20130101+C12N 2310/20 20170501+C12N 15/113 20130101,2.0,,,2015,12,2015-12,4
12266251,20170362575,2017-12-21,2015-12-07,C12N 5/0696 20130101+C12N 15/907 20130101+C12N 2840/20 20130101+C12N 2800/30 20130101+C12N 2830/40 20130101+C12N 2750/14143 20130101,2.0,,,2015,12,2015-12,4
12268871,20170362612,2017-12-21,2017-08-07,C12N 2800/80 20130101+A61K 38/465 20130101+C12N 15/907 20130101+C12Y 301/21004 20130101+A61K 48/005 20130101+C12N 15/1024 20130101+C12N 15/86 20130101+G01N 33/5014 20130101+C12N 9/22 20130101,2.0,,,2017,8,2017-08,3
12273122,20170369905,2017-12-28,2015-12-11,C12N 15/907 20130101+C12P 21/005 20130101+C07K 14/505 20130101+C07K 2317/56 20130101+C12N 2501/24 20130101+C12N 2511/00 20130101+C07K 2317/24 20130101+C07K 16/464 20130101,7.0,,,2015,12,2015-12,4
12283544,20180010134,2018-01-11,2017-03-23,C12N 15/63 20130101+A01K 67/0275 20130101+C12N 9/22 20130101+C12N 15/111 20130101+C12N 15/8509 20130101+C12N 15/907 20130101+C12N 2310/531 20130101+C12N 2750/14143 20130101+A01K 2227/105 20130101+C12N 2310/3519 20130101+C12N 2830/48 20130101+C12N 2320/10 20130101,4.0,,,2017,3,2017-03,1
12287824,20180010152,2018-01-11,2017-09-20,C12Y 301/21004 20130101+C12N 15/62 20130101+C12N 9/22 20130101+C07K 2319/80 20130101+C12N 15/52 20130101+C12N 15/85 20130101+C07K 14/195 20130101+C12N 15/8213 20130101+C12N 15/907 20130101+A61K 38/00 20130101,7.0,,,2017,9,2017-09,3
12293047,20180016601,2018-01-18,2017-07-13,C12N 15/907 20130101+C12N 9/22 20130101+C12N 15/1024 20130101+A61K 38/465 20130101+A61K 31/63 20130101+A61K 31/505 20130101+C12Q 1/44 20130101+C12Q 1/68 20130101+A61K 31/365 20130101+A61K 31/513 20130101,3.0,,,2017,7,2017-07,3
12297369,20180022831,2018-01-25,2016-01-29,C07K 17/14 20130101+C12N 9/96 20130101+C12N 9/22 20130101+C12N 9/1241 20130101+C12N 9/6467 20130101+C12N 15/113 20130101+C12N 15/907 20130101+C12Y 304/21078 20130101+C12N 2310/20 20170501,2.0,,,2016,1,2016-01,1
12306957,20180030425,2018-02-01,2017-07-25,C12N 9/22 20130101+C12N 15/11 20130101+C07K 14/39 20130101+C12N 9/0071 20130101+C12Y 114/11 20130101+C12Y 301/21004 20130101+C12N 15/907 20130101+C12N 2310/20 20170501+C07K 2319/80 20130101,2.0,,,2017,7,2017-07,3
12309821,20180030480,2018-02-01,2017-10-13,C12N 15/907 20130101+C12N 15/85 20130101,4.0,,,2017,10,2017-10,4
12311894,20180037877,2018-02-08,2016-02-12,C12N 9/22 20130101+C07K 14/005 20130101+C12N 7/00 20130101+C12N 15/11 20130101+C12N 15/907 20130101+A61K 48/005 20130101+C07K 2319/735 20130101+C12N 2750/14122 20130101+C12N 2750/14121 20130101+C12N 2310/20 20170501+A61K 38/00 20130101,3.0,,,2016,2,2016-02,1
12316417,20180037910,2018-02-08,2017-10-24,C12N 15/85 20130101+C12N 15/907 20130101+C12N 15/8509 20130101+C07K 14/7155 20130101,5.0,,,2017,10,2017-10,4
12317944,20180044662,2018-02-15,2017-03-23,C12N 15/1024 20130101+C12N 15/8509 20130101+C12N 15/1082 20130101+C12N 15/907 20130101+C12N 15/86 20130101+C12N 2830/008 20130101+C12N 2015/8536 20130101+C12N 2310/3519 20130101+C12N 2310/531 20130101,3.0,,,2017,3,2017-03,1
12318051,20180044700,2018-02-15,2015-09-01,C12N 15/907 20130101+A61K 48/00 20130101,3.0,,,2015,9,2015-09,3
12319356,20180044686,2018-02-15,2016-03-09,C12N 15/65 20130101+C12N 15/85 20130101+C12N 15/907 20130101,3.0,,,2016,3,2016-03,1
12326474,20180051303,2018-02-22,2016-03-24,C12N 15/907 20130101+A61K 35/74 20130101+A61K 38/22 20130101+C12N 9/1007 20130101+C07K 14/575 20130101,4.0,,,2016,3,2016-03,1
12328058,20180049412,2018-02-22,2017-09-11,A01K 2267/0393 20130101+A01K 2227/105 20130101+A01K 67/0275 20130101+C12N 15/907 20130101+C12N 15/102 20130101+A01K 2217/072 20130101,1.0,,,2017,9,2017-09,3
